smile,class
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,0
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1
CC(=O)OCC1=CC2C3C(C)(C)C3(OC(C)=O)C(OC(C)=O)C(C)C2(O)C2C=C(C)C(=O)C2(O)C1,0
CNCCCC1c2ccccc2C=Cc2ccccc21,1
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,0
CC(C=O)=Cc1ccccc1,0
Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,1
Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2c1Oc1c(C)c(O)c(N)c(C(=O)N=C3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)c1N2,0
O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,0
NC1=NCC2c3ccccc3Cc3ccccc3N12,0
NCCC(=O)C(O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0
CNC(=O)c1cnn(-c2nc(=N)c3ncn(C4OC(CO)C(O)C4O)c3[nH]2)c1,1
COc1cc2[nH]c(N3CCN(C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1
COc1cc2[nH]c(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(=N)c2cc1OC,1
COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,1
CC(C)C(=O)OCC1OC(n2ccc(=NO)[nH]c2=O)C(O)C1O,0
O=S(=O)(O)c1ccc(O)cc1,0
C=C(C)C1CC=C(C)CC1,0
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,0
CC(=O)C(NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccc3ccccc3c2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)N1)C(N)O,1
NCCC(O)([P](=O)(=O)O)[P](=O)(=O)O,1
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,1
N=c1cc(N2CCCCC2)[nH]c(=N)n1[O-],1
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CCC(O)C2)c(-c2cc[nH]n2)c1,1
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0
O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCCC(NC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,0
Cc1cccc(C)c1,0
CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,0
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,1
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,0
CCC(C)C(C)(COC(N)=O)COC(N)=O,0
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,0
CCCCCCCCCCCCC(Br)C(=O)O,0
CCOC(C)=O,0
O=C(O)c1ccc2c(c1)C(=O)OC2=O,0
CC(O)C(=O)O,0
OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1
OC(CBr)C(O)C(O)C(O)CBr,0
O=S(=O)(O)OCC1OC(OC2(COS(=O)(=O)O)OC(COS(=O)(=O)O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,0
[C-]#[N+]CC(C)(C)OC,1
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1
COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,1
CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,0
CCC(C)=O,0
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,0
CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O,0
Cc1ncsc1CCCl,1
CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,0
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,0
CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(O)=NC(C)C(O)=NC(CC(=O)O)C(O)=NCC(O)=NC(CO)C(O)=NC(C(C)CC(=O)O)C(O)=NC(CC(=O)c2ccccc2N)C(=O)OC1C,1
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,0
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCCC21,1
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,1
CCCCCCC,0
CCCCCCCC#N,0
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,1
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,0
CCc1cc(C(N)=S)ccn1,0
[O]P(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O,1
CCCCCCOC(=O)C(C)CC,0
CN1CCN(c2ccc(N=c3nc4c(c[nH]3)cc3n4C4(CCCCC4)CNC3=O)nc2)CC1,0
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,1
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,0
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,1
Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,0
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,1
Cc1cnc(C(=O)O)c[n+]1[O-],0
CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,0
CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,1
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0
CC(=O)OC1=C(C(CCC=C(C)C)C(=O)O)C2CC(O)C3C4(C)CCC(O)C(C)C4CCC3(C)C2(C)C1,1
CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0
CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,0
CCCCCC=C1CCCC1=O,0
NC1CCCCC1,0
COc1cc2c(=Nc3ccc(Br)cc3F)[nH]cnc2cc1OCC1CCN(C)CC1,1
CCCCCC,0
CC(=O)C=CC=C(C)C,0
CC(C)NS(=O)(=O)c1nc2ccccc2s1,0
CNC(=O)Oc1ccccc1OC(C)C,1
C=C(C)C1CC=C(C=O)CC1,0
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)O,1
CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0
N=c1ncn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,1
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,0
NC(=O)OCC(O)COc1ccc(Cl)cc1,0
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,1
CC(=O)OC(C)C[N+](C)(C)C,1
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1
O=C(O)CO,0
Nc1cccc(N)c1,0
CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,0
O=C(CCCCCCC(O)=NO)Nc1ccccc1,1
Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,0
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,1
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,1
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,1
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,1
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,1
CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,1
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)O)C2(C)C=CC(=O)C=C12,1
CC(COc1ccccc1)NN,0
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,0
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,1
Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1,1
ClCC1CO1,0
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,1
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(N=c4nc(-c5cccnc5)cc[nH]4)c3)cc(C(F)(F)F)c2)cn1,1
CCCCNC(=O)OC#CCI,0
NCCNCCN,0
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,0
O=C1C=CC(=C(c2ccc(O)cc2)c2ccccc2S(=O)(=O)O)C=C1,0
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0
NC1c2cccnc2C(OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CCC1c1cccc(F)c1F,0
CC=Cc1ccc(OC(C)=O)c(OC)c1,0
COc1nc(C)nc(Cl)c1NC1=NCCN1,0
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,1
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,0
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,1
c1ccc(Nc2cccc3ccccc23)cc1,0
CCCCCCCC(=O)OCC(O)CO,1
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,0
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,1
CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=C(C)C4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,0
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,0
CC1=C2N=C(C=C3N=C(C(C)C4=NC(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP([O])(=O)OC4C(CO)OC([n+]5c[nH]c6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(=N)O)C2(C)CC(N)=O,1
CCOc1c(OCC)c(=O)c1=O,0
CC(O)([P](=O)(=O)O)[P](=O)(=O)O,0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,0
CCOc1ccc(CC2NC(=O)CCSSCC(C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)CC)NC2=O)cc1,1
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1
NC(N)=S,0
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,1
Cc1cccc(C)c1NC1=NCCCS1,1
O=C1C=CC(=O)O1,0
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,1
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,0
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,0
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,1
CN1C=CC=CC1=C=NO,1
CCC(C)C(N=C(O)C1CCCN1C(=O)CN=C(O)C(Cc1ccccc1)N=C(O)C(CC(=N)O)N=C(O)C(CC(=N)O)N=C(O)C(CO)N=C(O)C(CO)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(N=C(O)C(CC(C)C)N=C(O)C(Cc1ccccc1)N=C(O)C(CC(=N)O)N=C(O)C(C)N=C(O)C(CC(C)C)N=C(O)C(CCCNC(=N)N)N=C(O)C(CCC(=N)O)N=C(O)C(N=C(O)C(C)N=C(O)C(CS)N=C(O)C(N=C(O)C(C)N=C(O)C(N=C(O)C(CC(=N)O)N=C(O)C(CS)N=C(O)C(N)CCCCN)C(C)O)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(O)=NC(CO)C(O)=NC(CC(N)=O)C(O)=NC(C(O)=NC(Cc1ccc(O)cc1)C(N)=O)C(C)O)C(C)C)C(C)O,0
Cc1ccc(O)c(O)c1,0
CCCCCCOC(=O)CCC(=O)CN,0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,1
CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,1
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(=CNN5CCN(C)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,0
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,1
CC(=O)C1(O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3CCC21C,1
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,1
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0
NC(=O)CCC(N)C(=O)O,0
CC1=[N+]=CC(CO[P-](=O)(=O)O)=C(CN(CCN(CC(=O)O)Cc2c(CO[P-](=O)(=O)O)cnc(C)c2O)CC(=O)O)[C+]1O,1
CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2C(c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)C1O,0
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3=CC4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,1
CCC(C)C(N=C(O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=N)O)C(=O)NC1CSSCC2N=C(O)C(C(C)CC)N=C(O)C(CO)N=C(O)C(C(C)O)N=C(O)C(CSSCC(N=C(O)C(CC(C)C)N=C(O)C(Cc3cnc[nH]3)N=C(O)C(CCC(=N)O)N=C(O)C(CC(=N)O)N=C(O)C(N=C(O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(O)=NC(CO)C(O)=NC(Cc3cnc[nH]3)C(O)=NC(CC(C)C)C(O)=NC(C(C)C)C(O)=NC(CCC(=O)O)C(O)=NC(C)C(O)=NC(CC(C)C)C(O)=NC(Cc3ccc(O)cc3)C(O)=NC(CC(C)C)C(O)=NC(C(C)C)C(O)=NC(C(O)=NCC(O)=NC(CCC(=O)O)C(O)=NC(CCCNC(=N)N)C(O)=NCC(O)=NC(Cc3ccccc3)C(O)=NC(Cc3ccccc3)C(O)=NC(Cc3ccc(O)cc3)C(O)=NC(C(=O)N3CCCC3C(O)=NC(CCCCN)C(O)=NC(C(O)=NC(CCCNC(=N)N)C(O)=NC(CCCNC(=N)N)C(=O)O)C(C)O)C(C)O)CSSCC(C(O)=NCC(=O)O)N=C(O)C(Cc3ccc(O)cc3)N=C(O)C(CC(=N)O)N=C(O)C(CCC(=O)O)N=C(O)C(CC(C)C)N=C(O)C(CCC(=N)O)N=C(O)C(Cc3ccc(O)cc3)N=C(O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,1
C=Cc1ccccc1S(=O)(=O)O,0
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2,1
Oc1ccc(Cl)cc1,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1
CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2CC1C(=O)O,1
CCCCCCOC(=O)c1ccccc1O,0
O=C1C=CC(=O)C=C1,0
Cc1cc(=O)[nH]c(=S)[nH]1,0
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,0
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,1
CN(C)c1nc(N(C)C)nc(N(C)C)n1,0
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,1
Cc1ccc2oc(=O)ccc2c1,0
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,0
CNC(=O)CSP(=S)(OC)OC,1
NNc1nnc(NN)c2ccccc12,0
COCC(NC(C)=O)C(=O)NCc1ccccc1,1
O=C(C(=O)c1ccco1)c1ccco1,0
COP(=S)(OC)Oc1ccc(SC)c(C)c1,1
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,1
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,1
S=C=Nc1ccc(N=C=S)cc1,0
CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,0
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,1
c1coc(CN=c2[nH]cnc3[nH]cnc23)c1,0
O=C(O)C1C2CCC(O2)C1C(=O)O,1
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,0
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,1
NCCN,0
COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0
CCC=CCCCCC=O,0
O=CCCCC=O,0
C=CCN(CC=C)CC=C,0
CC1=CC(=O)c2ccccc2C1=O,0
CCOS(=O)(=O)OCC,0
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,0
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,1
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,0
OCCOc1ccccc1,0
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,1
CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,1
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(O)c2cc(=O)[nH]c(=O)[nH]2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(O)=NC(CC(C)C)C(O)=NC(CCCCNC(C)C)C(=O)N1CCCC1C(O)=NC(C)C(N)=O,1
COc1ccc(C=O)cc1,0
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,0
COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,1
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0
O=Cc1ccccc1,0
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1
O=[N+]([O-])C(Cl)(Cl)Cl,0
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,1
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0
O=Cc1ccc([N+](=O)[O-])cc1,0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1
OCCN=CCNc1ccc(NCCNCCO)c2c(O)c3c(O)ccc(O)c3c(O)c12,1
CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1
CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,0
CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,1
O=c1[nH]sc2ccccc12,0
COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,1
CCCN=C1SC(=Cc2ccc(OCC(O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,1
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,0
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,0
COc1ccccc1OCC(O)CO,0
CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,1
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,0
ClCc1ccc2ccc3cccc4ccc1c2c34,0
c1ccccc1,0
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,1
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,1
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,1
CN(C)N,0
CCOC(=O)C(Cc1ccc(F)cc1)NC(=O)C(N)Cc1ccc(N(CCCl)CCCl)cc1,0
NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1
CC(=O)SCC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,0
CN1C(=O)CC(c2ccccc2)C1=O,0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,1
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,1
