smile,class
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,0
C#CCNC1CCc2ccccc21,1
C=CCc1ccc(O)c(OC)c1,0
CN(C)CCOC(c1ccccc1)c1ccccc1,1
CCCCCCCCCC(C)C=O,0
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2c(O)ccc(Nc4ccc(C)cc4S(=O)(=O)O)c2C3=O)c(S(=O)(=O)O)c1,0
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1
O=C(O)CN1C(=O)C(NC(CCc2ccccc2)C(=O)O)CCc2ccccc21,1
O=c1[nH]cc(F)c(=O)[nH]1,1
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,1
COCCOC(=O)NCC(=O)NC1C(O)CC(OCC2OC(OC(C)C(N)C(=O)O)C(NC(C)=O)C(O)C2O)(C(=O)O)OC1C(O)C(O)CO,0
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,1
CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,0
N#Cc1ccc(C2CCc3cncn32)c(F)c1,1
CNC(C)Cc1ccccc1,1
CNC1C(O)C(OC2C(NC(=O)C(O)CCN)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O,1
CC1=NN(c2ccccc2)C(=O)C1,0
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1
CC(C)=CCCC(C)=CC#N,0
CC(C)Oc1ccc(-c2nn(C(C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3[nH]cnc(=N)c23)cc1F,0
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0
O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,0
Oc1cccc(C2=c3ccc([nH]3)=C(c3cccc(O)c3)c3ccc([nH]3)C(c3cccc(O)c3)=c3ccc([nH]3)=C(c3cccc(O)c3)c3ccc2[nH]3)c1,0
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2cc[nH]c(=N)n2)s1,1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,0
CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,0
CCC(C)C(N=C(O)C(Cc1ccccc1)N=C(O)C(CCC(=O)O)N=C(O)C(CCCCN=C(O)COCCOCCN=C(O)COCCOCCN=C(O)CCC(N=C(O)CCCCCCCCCCCCCCCCC(=O)O)C(=O)O)N=C(O)C(C)N=C(O)C(C)N=C(O)C(CCC(=N)O)N=C(O)CN=C(O)C(CCC(=O)O)N=C(O)C(CC(C)C)N=C(O)C(Cc1ccc(O)cc1)N=C(O)C(CO)N=C(O)C(CO)N=C(O)C(N=C(O)C(CC(=O)O)N=C(O)C(CO)N=C(O)C(N=C(O)C(Cc1ccccc1)N=C(O)C(N=C(O)CN=C(O)C(CCC(=O)O)N=C(O)C(C)(C)NC(=O)C(N)Cc1cnc[nH]1)C(C)O)C(C)O)C(C)C)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCCNC(=N)N)C(O)=NCC(O)=NC(CCCNC(=N)N)C(O)=NCC(=O)O)C(C)C,1
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1
Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,0
O[Cl+3](O)(O)O,0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1
NC1=CC(=Nc2ccc(N)cc2)C(N)=CC1=Nc1ccc(N)cc1,0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
CNC(=O)Oc1cccc2c1OC(C)(C)C2,0
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,1
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,1
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,0
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,1
C=CC(=O)OCCCCOC(=O)C=C,0
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,1
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,1
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1
OCCN1CC(O)C(O)C(O)C1CO,0
CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,1
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N)C(O)C(C)O1)CC(O)(C(=O)CO)C=4,1
CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)N=c3cccc[nH]3)cc2)c2c(=N)[nH]ccn12,1
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,0
CN=C=O,0
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)Nc3c(O)[nH]c(c(O)[nH]c(=C(O)O)c4cc(O)cc(O)c4c4cc3ccc4O)C(OC3CC(C)(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1
C#CCN(C)C(C)Cc1ccccc1,1
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,1
CCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,0
CCCOC(C)=O,0
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,1
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,0
Cc1cccc(C)c1C(=O)O,0
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,1
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)c[nH]c1=N)c1c(Cl)ccc(F)c1Cl,1
O=S(=O)(O)c1cc(O)ccc1O,0
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,0
Oc1c(I)cc(I)c2cccnc12,0
Nc1ccc(C(=O)O)c(O)c1,1
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,1
NCC(=O)O,1
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,1
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0
CCCCCC(C=O)=Cc1ccccc1,0
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,0
CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)CN2C)C(C)Cl)C(O)C1O,0
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0
O=c1ccc2ccccc2o1,0
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0
CSCCC(N)C(=O)O,0
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,0
C=Cc1ccccc1C,0
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,1
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,1
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,0
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,0
CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,1
Nc1cccc(O)c1,0
C=C(C)c1ccccc1,0
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,1
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1
O=C(O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1,1
C=Cc1c(C)c2[nH]c1=Cc1[nH]c(c(=CCC(=O)O)c1C)=Cc1[nH]c(c(C)c1CCC(=O)OC)C=C1N=C(C=2)C2=CC=C(C(=O)OC)C(C(=O)OC)C12C,1
CC(C)CC(N=C(O)C(C)N=C(O)C(CCC(=O)O)N=C(O)C(N=C(O)C(CC(C)C)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CO)N=C(O)CN=C(O)C(CS)N=C(O)C(CC(C)C)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CCC(=N)O)N=C(O)C(CC(=N)O)NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(C)C)C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CS)C(=O)NCC(O)=NC(CCC(=O)O)C(O)=NC(CCCNC(=N)N)C(O)=NCC(O)=NC(Cc1ccccc1)C(O)=NC(Cc1ccccc1)C(O)=NC(Cc1ccc(O)cc1)C(O)=NC(C(O)=NC(CC(=O)O)C(O)=NC(CCCCN)C(O)=NC(C(=O)O)C(C)O)C(C)O)C(C)C,1
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,1
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,1
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,1
O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,1
OCCCO,0
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,1
CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,0
CN(CCCl)CCCl,0
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,0
ONc1ccccc1,0
CN1CCN(c2ccc(C(=O)N=c3[nH][nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,1
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,0
CC(C)c1cccc(C(C)C)c1OCO[P](=O)(=O)O,1
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1
CC(=O)OC(C)C,0
O=C(O)C1OC=CC(O)C1O,1
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,1
CCOC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,1
CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,0
CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,0
ClCOCCl,0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,0
O=[N+]([O-])c1ccc(CCl)cc1,0
CCCCCCCCCCCCCCCC(=O)O,0
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,0
NC(=O)OC(Cn1ncnn1)c1ccccc1Cl,1
CCOc1cc2[nH]cc(C#N)c(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C,0
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,1
CC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,0
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,0
CC1OC(OC2C(CO)OC(OC(C(=O)C(O)CO)C(O)CO)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,0
COCCOC1C(O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(COP(O)(=S)OC5C(COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cnc8c(=O)nc(N)[nH]c87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=N)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(N)ncnc87)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cc(C)c(=O)[nH]c7=O)OC6COP(O)(=S)OC6CC(n7cnc8c(O)nc(=N)[nH]c87)OC6COP(O)(=S)OC6C(COP(O)(=S)OC7C(COP(O)(=S)OC8C(COP(O)(=S)OC9C(COP(O)(=S)OC%10C(CO)OC(n%11cc(C)c(O)nc%11=O)C%10OCCOC)OC(n%10cc(C)c(N)nc%10=O)C9OCCOC)OC(n9cc(C)c(O)nc9=O)C8OCCOC)OC(n8cc(C)c(O)nc8=O)C7OCCOC)OC(n7cnc8c(O)nc(N)nc87)C6OCCOC)OC(n6cnc7c(N)ncnc76)C5OCCOC)OC(n5cc(C)c(O)nc5=O)C4OCCOC)OC(n4cc(C)c(N)nc4=O)C3OCCOC)OC(n3cc(C)c(N)nc3=O)C2OCCOC)OC1n1cc(C)c(N)nc1=O,1
COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,0
O=C(Nc1ccc(CC2CCC(C(O)c3ccccc3)N2)cc1)C1CCc2nccc(=O)n21,0
CC=Cc1ccc(O)c(OC)c1,0
CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,1
ClC(Cl)(Cl)Cl,1
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,0
O=CCC(=O)CO,1
CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1
CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1
CC(=O)OCC(CCn1cnc2c[nH]c(=N)nc21)COC(C)=O,1
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,1
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,0
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0
[O]P(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)OC1C(CO)OC(n2ccc(=O)[nH]c2=O)C1O,1
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,1
CCCO,1
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,1
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2c[nH]c(=NC)cc21,1
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC12C,0
O=[N+]([O-])C(Br)(CO)CO,0
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,1
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1
N#CC=Cc1ccccc1,0
CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,1
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,1
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1
CCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,0
C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,0
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1
CC(=O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(N)Cc2ccccc2)CSSCC(C(=O)NC(CO)C(C)O)NC1O,1
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,0
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,1
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O,1
O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,1
COC(=O)C=C(C)OP(=O)(OC)OC,0
C=CCOC(=O)CCC,0
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,1
CCCCOP(=O)(OCCCC)OCCCC,0
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0
O=c1[nH]c(O)cn1N=Cc1ccc([N+](=O)[O-])o1,1
CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,1
CC1N=C(O)C2CCCN2C(=O)C(CC(=N)O)N=C(O)C2CSSCC(N)C(=O)NC3CSSCC(NC1=O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)O)CSSCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC3=O)C(=O)N2,0
CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,1
CC(N)CCCC(C)(C)O,1
CCCCOCCCC,0
CC(C)=CCCC(C)=CCO,0
C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,0
N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,0
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,1
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,1
CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,0
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,1
Clc1ccc2nsnc2c1NC1=NCCN1,1
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,1
CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0
Oc1cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1,1
CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,1
CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,1
CN1CC(NS(=O)(=O)N(C)C)CC2c3cccc4c3c(cn4C)CC21,1
CN1CCCN=C1C=Cc1cccs1,0
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,0
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,1
COc1ccc(O)cc1,0
O=C(O)CN1CCN(CC(=O)O)CCN(C(CO)C(O)CO)CCN(CC(=O)O)CC1,1
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,1
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,0
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,1
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1
Nc1nc(=O)[nH]cc1F,0
OCC1OC(O)C(F)C(O)C1O,0
COC(=O)N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,0
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)c3c(cc4c(F)cc(NC(O)CN5CCCC5)c(O)c4c3O)CC12,1
N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
CC(=O)OCC1OC(S)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0
CN(C)C=O,0
O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,0
CC(=O)c1c(C)c2c[nH]c(=Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0
CN1CCOC(c2ccccc2)c2ccccc2C1,1
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,1
CCC(C)C(N=C(O)C(CCC(=O)O)N=C(O)C(CCC(=O)O)N=C(O)C(Cc1ccccc1)N=C(O)C(CC(=O)O)N=C(O)CN=C(O)C(CC(=O)O)N=C(O)C(CC(=N)O)N=C(O)C(Cc1cnc[nH]1)N=C(O)C(CO)N=C(O)C(CCC(=N)O)N=C(O)C1CCCN1C(=O)C(CCCCN)N=C(O)C1CCCN1C(=O)C(N=C(O)CN=C(O)C(CCC(=O)O)N=C(O)CN=C(O)C(N=C(O)C(N=C(O)C(CS)N=C(O)C(CCC(=N)O)N=C(O)C(CC(=N)O)N=C(O)C(CCCCN)N=C(O)C(CCC(=O)O)N=C(O)CN=C(O)C(CC(=O)O)N=C(O)C(CO)N=C(O)CN=C(O)C(CC(C)C)N=C(O)C(N=C(O)C(CS)N=C(O)C(CCCCN)N=C(O)C(CC(=N)O)N=C(O)CN=C(O)C(CCC(=N)O)N=C(O)CN=C(O)C(CS)N=C(O)C(N=C(O)C(CC(=N)O)N=C(O)C(CO)N=C(O)CN=C(O)C(CCC(=O)O)N=C(O)C(CS)N=C(O)C(CC(C)C)N=C(O)C(CS)N=C(O)C(CC(C)C)N=C(O)C(CC(=N)O)N=C(O)C(CCC(=N)O)N=C(O)CN=C(O)C(CO)N=C(O)C(CCC(=O)O)N=C(O)C(N=C(O)C(CS)N=C(O)C(CC(=O)O)N=C(O)C(N=C(O)C(Cc1ccc(O)cc1)N=C(O)C(NC(=O)C(N)CC(C)C)C(C)O)C(C)O)C(C)O)C(C)C)C(C)CC)C(C)C)C(C)O)C(C)O)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)O,1
Clc1ccccc1CN1CCc2sccc2C1,0
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCC(C(=O)N(C)C)N3)C(C)C12,1
NC(=O)C[S+](O)C(c1ccccc1)c1ccccc1,1
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1
NC1CCCCC1N,1
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,1
CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,1
C=C(C)C(=O)OCC1CO1,0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1
COc1cc(CC(C)N)cc2c1OCO2,0
CCCn1c(=O)[nH]c(=O)c2nc[nH]c21,1
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(=N)[nH]cnc21)OCOC(=O)C(C)(C)C,0
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,1
CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,0
CC(C)CC(NC(=O)C(CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,1
CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(c4cccnc4)=CCC32)C1,1
CCN(CC)CC(=O)Nc1c(C)cccc1C,1
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,1
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,1
C=Cc1ccncc1,0
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1
